amfi_code,date,nav,nav
100016,2023-01-23,505.6844,505.6844
100016,2023-01-24,510.7491,510.7491
100016,2023-01-25,504.268,504.268
100016,2023-01-26,495.8578,495.8578
100016,2023-01-27,493.5515,493.5515
100016,2023-01-30,486.7415,486.7415
100016,2023-01-31,485.1715,485.1715
100016,2023-02-01,487.5779,487.5779
100016,2023-02-02,484.0122,484.0122
100016,2023-02-03,478.2065,478.2065
100016,2023-02-06,478.7459,478.7459
100016,2023-02-07,482.6505,482.6505
100016,2023-02-08,475.7347,475.7347
100016,2023-02-09,479.4358,479.4358
100016,2023-02-10,483.1532,483.1532
100016,2023-02-13,487.4872,487.4872
100016,2023-02-14,493.0082,493.0082
100016,2023-02-15,502.9354,502.9354
100016,2023-02-16,501.6171,501.6171
100016,2023-02-17,502.3612,502.3612
100016,2023-02-20,500.7778,500.7778
100016,2023-02-21,501.045,501.045
100016,2023-02-22,508.1265,508.1265
100016,2023-02-23,502.3938,502.3938
100016,2023-02-24,498.8505,498.8505
100016,2023-02-27,505.2068,505.2068
100016,2023-02-28,510.0352,510.0352
100016,2023-03-01,508.6667,508.6667
100016,2023-03-02,512.7785,512.7785
100016,2023-03-03,514.5893,514.5893
100016,2023-03-06,521.7123,521.7123
100016,2023-03-07,522.3246,522.3246
100016,2023-03-08,527.3425,527.3425
100016,2023-03-09,540.0526,540.0526
100016,2023-03-10,543.1889,543.1889
100016,2023-03-13,543.7057,543.7057
100016,2023-03-14,547.4632,547.4632
100016,2023-03-15,545.984,545.984
100016,2023-03-16,557.892,557.892
100016,2023-03-17,559.067,559.067
100016,2023-03-20,558.0108,558.0108
100016,2023-03-21,554.1991,554.1991
100016,2023-03-22,559.8766,559.8766
100016,2023-03-23,564.466,564.466
100016,2023-03-24,562.2856,562.2856
100016,2023-03-27,565.443,565.443
100016,2023-03-28,558.258,558.258
100016,2023-03-29,559.4579,559.4579
100016,2023-03-30,561.9861,561.9861
100016,2023-03-31,570.8065,570.8065
100016,2023-04-03,567.2319,567.2319
100016,2023-04-04,561.1622,561.1622
100016,2023-04-05,557.0355,557.0355
100016,2023-04-06,550.7921,550.7921
100016,2023-04-07,557.6109,557.6109
100016,2023-04-10,565.5706,565.5706
100016,2023-04-11,567.4627,567.4627
100016,2023-04-12,573.9037,573.9037
100016,2023-04-13,574.8786,574.8786
100016,2023-04-14,574.693,574.693
100016,2023-04-17,573.3032,573.3032
100016,2023-04-18,572.031,572.031
100016,2023-04-19,564.5669,564.5669
100016,2023-04-20,566.1761,566.1761
100016,2023-04-21,566.2668,566.2668
100016,2023-04-24,570.2955,570.2955
100016,2023-04-25,571.0606,571.0606
100016,2023-04-26,570.536,570.536
100016,2023-04-27,566.4614,566.4614
100016,2023-04-28,567.1145,567.1145
100016,2023-05-01,571.1134,571.1134
100016,2023-05-02,565.6753,565.6753
100016,2023-05-03,566.404,566.404
100016,2023-05-04,567.8622,567.8622
100016,2023-05-05,564.5686,564.5686
100016,2023-05-08,561.939,561.939
100016,2023-05-09,563.3736,563.3736
100016,2023-05-10,558.0581,558.0581
100016,2023-05-11,560.0718,560.0718
100016,2023-05-12,555.9534,555.9534
100016,2023-05-15,561.4787,561.4787
100016,2023-05-16,573.4711,573.4711
100016,2023-05-17,569.4279,569.4279
100016,2023-05-18,572.4122,572.4122
100016,2023-05-19,569.0487,569.0487
100016,2023-05-22,574.5931,574.5931
100016,2023-05-23,568.5103,568.5103
100016,2023-05-24,571.2196,571.2196
100016,2023-05-25,567.1312,567.1312
100016,2023-05-26,566.3889,566.3889
100016,2023-05-29,561.5519,561.5519
100016,2023-05-30,565.9312,565.9312
100016,2023-05-31,562.059,562.059
100016,2023-06-01,565.0931,565.0931
100016,2023-06-02,563.6716,563.6716
100016,2023-06-05,563.3934,563.3934
100016,2023-06-06,564.4191,564.4191
100016,2023-06-07,560.929,560.929
100016,2023-06-08,562.2606,562.2606
100016,2023-06-09,570.1945,570.1945
100016,2023-06-12,566.5874,566.5874
100016,2023-06-13,572.7685,572.7685
100016,2023-06-14,580.6856,580.6856
100016,2023-06-15,576.8184,576.8184
100016,2023-06-16,569.7576,569.7576
100016,2023-06-19,571.5717,571.5717
100016,2023-06-20,569.1125,569.1125
100016,2023-06-21,578.8674,578.8674
100016,2023-06-22,579.3439,579.3439
100016,2023-06-23,575.5565,575.5565
100016,2023-06-26,570.057,570.057
100016,2023-06-27,575.8598,575.8598
100016,2023-06-28,573.262,573.262
100016,2023-06-29,573.7795,573.7795
100016,2023-06-30,578.9351,578.9351
100016,2023-07-03,576.7654,576.7654
100016,2023-07-04,576.8293,576.8293
100016,2023-07-05,577.0426,577.0426
100016,2023-07-06,580.8301,580.8301
100016,2023-07-07,584.1654,584.1654
100016,2023-07-10,583.3333,583.3333
100016,2023-07-11,583.962,583.962
100016,2023-07-12,582.3508,582.3508
100016,2023-07-13,575.1079,575.1079
100016,2023-07-14,576.7133,576.7133
100016,2023-07-17,586.7206,586.7206
100016,2023-07-18,582.4661,582.4661
100016,2023-07-19,578.8072,578.8072
100016,2023-07-20,574.6758,574.6758
100016,2023-07-21,578.6584,578.6584
100016,2023-07-24,581.2514,581.2514
100016,2023-07-25,580.7388,580.7388
100016,2023-07-26,576.3533,576.3533
100016,2023-07-27,577.1207,577.1207
100016,2023-07-28,569.5056,569.5056
100016,2023-07-31,570.5207,570.5207
100016,2023-08-01,575.2193,575.2193
100016,2023-08-02,569.2005,569.2005
100016,2023-08-03,561.849,561.849
100016,2023-08-04,570.0239,570.0239
100016,2023-08-07,567.2493,567.2493
100016,2023-08-08,573.2563,573.2563
100016,2023-08-09,572.7737,572.7737
100016,2023-08-10,572.2513,572.2513
100016,2023-08-11,574.7646,574.7646
100016,2023-08-14,570.5953,570.5953
100016,2023-08-15,571.5572,571.5572
100016,2023-08-16,569.9315,569.9315
100016,2023-08-17,563.6234,563.6234
100016,2023-08-18,565.5951,565.5951
100016,2023-08-21,564.5744,564.5744
100016,2023-08-22,564.0841,564.0841
100016,2023-08-23,558.3838,558.3838
100016,2023-08-24,566.5681,566.5681
100016,2023-08-25,571.2603,571.2603
100016,2023-08-28,576.4358,576.4358
100016,2023-08-29,575.1817,575.1817
100016,2023-08-30,566.7691,566.7691
100016,2023-08-31,576.9127,576.9127
100016,2023-09-01,576.8994,576.8994
100016,2023-09-04,573.398,573.398
100016,2023-09-05,575.8066,575.8066
100016,2023-09-06,582.0642,582.0642
100016,2023-09-07,582.2461,582.2461
100016,2023-09-08,589.1525,589.1525
100016,2023-09-11,595.1135,595.1135
100016,2023-09-12,589.7951,589.7951
100016,2023-09-13,586.6033,586.6033
100016,2023-09-14,591.8832,591.8832
100016,2023-09-15,578.1898,578.1898
100016,2023-09-18,577.7262,577.7262
100016,2023-09-19,570.7762,570.7762
100016,2023-09-20,568.6757,568.6757
100016,2023-09-21,567.4716,567.4716
100016,2023-09-22,565.9735,565.9735
100016,2023-09-25,563.5143,563.5143
100016,2023-09-26,558.376,558.376
100016,2023-09-27,570.0712,570.0712
100016,2023-09-28,579.8367,579.8367
100016,2023-09-29,574.2208,574.2208
100016,2023-10-02,582.5895,582.5895
100016,2023-10-03,580.8402,580.8402
100016,2023-10-04,581.8024,581.8024
100016,2023-10-05,581.7779,581.7779
100016,2023-10-06,578.7012,578.7012
100016,2023-10-09,584.0455,584.0455
100016,2023-10-10,584.996,584.996
100016,2023-10-11,582.8431,582.8431
100016,2023-10-12,576.473,576.473
100016,2023-10-13,572.2429,572.2429
100016,2023-10-16,564.3101,564.3101
100016,2023-10-17,564.6621,564.6621
100016,2023-10-18,559.0226,559.0226
100016,2023-10-19,558.0026,558.0026
100016,2023-10-20,565.0774,565.0774
100016,2023-10-23,571.3805,571.3805
100016,2023-10-24,571.5127,571.5127
100016,2023-10-25,571.3686,571.3686
100016,2023-10-26,581.22,581.22
100016,2023-10-27,584.1967,584.1967
100016,2023-10-30,582.8108,582.8108
100016,2023-10-31,575.8241,575.8241
100016,2023-11-01,578.126,578.126
100016,2023-11-02,582.6704,582.6704
100016,2023-11-03,579.7325,579.7325
100016,2023-11-06,581.5232,581.5232
100016,2023-11-07,579.9607,579.9607
100016,2023-11-08,579.3189,579.3189
100016,2023-11-09,567.0393,567.0393
100016,2023-11-10,566.2233,566.2233
100016,2023-11-13,571.3794,571.3794
100016,2023-11-14,568.4997,568.4997
100016,2023-11-15,569.0566,569.0566
100016,2023-11-16,565.5671,565.5671
100016,2023-11-17,567.6605,567.6605
100016,2023-11-20,566.87,566.87
100016,2023-11-21,562.4839,562.4839
100016,2023-11-22,569.4269,569.4269
100016,2023-11-23,574.4072,574.4072
100016,2023-11-24,571.6459,571.6459
100016,2023-11-27,574.4572,574.4572
100016,2023-11-28,577.4842,577.4842
100016,2023-11-29,581.0643,581.0643
100016,2023-11-30,572.7421,572.7421
100016,2023-12-01,578.1473,578.1473
100016,2023-12-04,575.5467,575.5467
100016,2023-12-05,574.0293,574.0293
100016,2023-12-06,587.8432,587.8432
100016,2023-12-07,589.7144,589.7144
100016,2023-12-08,588.0119,588.0119
100016,2023-12-11,576.9838,576.9838
100016,2023-12-12,584.4006,584.4006
100016,2023-12-13,577.8064,577.8064
100016,2023-12-14,573.0112,573.0112
100016,2023-12-15,571.634,571.634
100016,2023-12-18,579.1181,579.1181
100016,2023-12-19,583.3816,583.3816
100016,2023-12-20,582.8708,582.8708
100016,2023-12-21,584.7593,584.7593
100016,2023-12-22,581.9713,581.9713
100016,2023-12-25,582.9892,582.9892
100016,2023-12-26,583.6674,583.6674
100016,2023-12-27,588.9793,588.9793
100016,2023-12-28,594.3311,594.3311
100016,2023-12-29,597.2339,597.2339
100016,2024-01-01,595.6357,595.6357
100016,2024-01-02,599.8546,599.8546
100016,2024-01-03,599.6775,599.6775
100016,2024-01-04,594.2894,594.2894
100016,2024-01-05,592.485,592.485
100016,2024-01-08,593.2328,593.2328
100016,2024-01-09,598.3226,598.3226
100016,2024-01-10,597.6632,597.6632
100016,2024-01-11,591.6287,591.6287
100016,2024-01-12,592.2302,592.2302
100016,2024-01-15,593.129,593.129
100016,2024-01-16,594.4085,594.4085
100016,2024-01-17,599.5594,599.5594
100016,2024-01-18,605.2836,605.2836
100016,2024-01-19,602.4306,602.4306
100016,2024-01-22,599.4751,599.4751
100016,2024-01-23,594.3074,594.3074
100016,2024-01-24,598.2899,598.2899
100016,2024-01-25,606.2963,606.2963
100016,2024-01-26,604.9258,604.9258
100016,2024-01-29,603.9507,603.9507
100016,2024-01-30,612.1297,612.1297
100016,2024-01-31,615.1823,615.1823
100016,2024-02-01,617.8723,617.8723
100016,2024-02-02,611.7323,611.7323
100016,2024-02-05,615.7225,615.7225
100016,2024-02-06,611.0129,611.0129
100016,2024-02-07,605.2447,605.2447
100016,2024-02-08,603.7079,603.7079
100016,2024-02-09,600.907,600.907
100016,2024-02-12,600.0432,600.0432
100016,2024-02-13,592.7717,592.7717
100016,2024-02-14,598.1139,598.1139
100016,2024-02-15,604.4037,604.4037
100016,2024-02-16,594.4189,594.4189
100016,2024-02-19,599.8798,599.8798
100016,2024-02-20,595.9144,595.9144
100016,2024-02-21,600.7451,600.7451
100016,2024-02-22,600.6923,600.6923
100016,2024-02-23,601.1548,601.1548
100016,2024-02-26,600.484,600.484
100016,2024-02-27,607.2508,607.2508
100016,2024-02-28,600.9583,600.9583
100016,2024-02-29,604.5003,604.5003
100016,2024-03-01,610.7152,610.7152
100016,2024-03-04,614.9028,614.9028
100016,2024-03-05,627.9635,627.9635
100016,2024-03-06,625.3634,625.3634
100016,2024-03-07,630.9909,630.9909
100016,2024-03-08,630.7261,630.7261
100016,2024-03-11,637.9534,637.9534
100016,2024-03-12,638.2393,638.2393
100016,2024-03-13,636.388,636.388
100016,2024-03-14,644.0928,644.0928
100016,2024-03-15,641.6375,641.6375
100016,2024-03-18,634.0199,634.0199
100016,2024-03-19,631.4621,631.4621
100016,2024-03-20,635.2466,635.2466
100016,2024-03-21,643.4252,643.4252
100016,2024-03-22,644.3884,644.3884
100016,2024-03-25,652.2598,652.2598
100016,2024-03-26,644.8262,644.8262
100016,2024-03-27,642.6418,642.6418
100016,2024-03-28,641.3391,641.3391
100016,2024-03-29,641.0221,641.0221
100016,2024-04-01,641.8287,641.8287
100016,2024-04-02,646.0847,646.0847
100016,2024-04-03,643.8872,643.8872
100016,2024-04-04,645.0099,645.0099
100016,2024-04-05,645.0859,645.0859
100016,2024-04-08,640.17,640.17
100016,2024-04-09,639.8586,639.8586
100016,2024-04-10,639.3782,639.3782
100016,2024-04-11,638.7775,638.7775
100016,2024-04-12,639.2861,639.2861
100016,2024-04-15,640.043,640.043
100016,2024-04-16,637.9365,637.9365
100016,2024-04-17,645.4701,645.4701
100016,2024-04-18,639.1767,639.1767
100016,2024-04-19,635.4532,635.4532
100016,2024-04-22,651.5612,651.5612
100016,2024-04-23,645.957,645.957
100016,2024-04-24,638.6202,638.6202
100016,2024-04-25,643.1019,643.1019
100016,2024-04-26,631.7543,631.7543
100016,2024-04-29,630.7702,630.7702
100016,2024-04-30,643.1525,643.1525
100016,2024-05-01,634.7763,634.7763
100016,2024-05-02,624.0991,624.0991
100016,2024-05-03,616.2197,616.2197
100016,2024-05-06,621.4418,621.4418
100016,2024-05-07,627.9608,627.9608
100016,2024-05-08,625.451,625.451
100016,2024-05-09,629.5556,629.5556
100016,2024-05-10,637.6509,637.6509
100016,2024-05-13,648.116,648.116
100016,2024-05-14,647.0433,647.0433
100016,2024-05-15,634.3697,634.3697
100016,2024-05-16,630.1188,630.1188
100016,2024-05-17,628.0754,628.0754
100016,2024-05-20,626.9661,626.9661
100016,2024-05-21,626.2512,626.2512
100016,2024-05-22,632.7878,632.7878
100016,2024-05-23,640.2703,640.2703
100016,2024-05-24,639.6315,639.6315
100016,2024-05-27,646.1915,646.1915
100016,2024-05-28,648.5674,648.5674
100016,2024-05-29,649.2714,649.2714
100016,2024-05-30,654.8208,654.8208
100016,2024-05-31,655.5763,655.5763
100016,2024-06-03,667.9269,667.9269
100016,2024-06-04,659.8477,659.8477
100016,2024-06-05,657.1955,657.1955
100016,2024-06-06,656.8013,656.8013
100016,2024-06-07,659.692,659.692
100016,2024-06-10,667.4546,667.4546
100016,2024-06-11,667.6553,667.6553
100016,2024-06-12,659.6735,659.6735
100016,2024-06-13,664.9362,664.9362
100016,2024-06-14,669.7236,669.7236
100016,2024-06-17,658.6916,658.6916
100016,2024-06-18,659.0094,659.0094
100016,2024-06-19,650.1674,650.1674
100016,2024-06-20,646.701,646.701
100016,2024-06-21,641.9035,641.9035
100016,2024-06-24,646.8347,646.8347
100016,2024-06-25,647.8357,647.8357
100016,2024-06-26,640.8626,640.8626
100016,2024-06-27,646.1893,646.1893
100016,2024-06-28,638.3989,638.3989
100016,2024-07-01,640.5906,640.5906
100016,2024-07-02,636.3365,636.3365
100016,2024-07-03,634.6149,634.6149
100016,2024-07-04,637.7724,637.7724
100016,2024-07-05,641.0427,641.0427
100016,2024-07-08,648.9807,648.9807
100016,2024-07-09,648.8447,648.8447
100016,2024-07-10,650.9364,650.9364
100016,2024-07-11,648.7629,648.7629
100016,2024-07-12,650.1403,650.1403
100016,2024-07-15,653.0019,653.0019
100016,2024-07-16,652.7726,652.7726
100016,2024-07-17,642.8023,642.8023
100016,2024-07-18,645.0168,645.0168
100016,2024-07-19,647.4278,647.4278
100016,2024-07-22,643.8879,643.8879
100016,2024-07-23,636.9641,636.9641
100016,2024-07-24,645.642,645.642
100016,2024-07-25,648.781,648.781
100016,2024-07-26,647.8057,647.8057
100016,2024-07-29,641.6731,641.6731
100016,2024-07-30,637.3679,637.3679
100016,2024-07-31,645.0648,645.0648
100016,2024-08-01,646.1817,646.1817
100016,2024-08-02,643.3834,643.3834
100016,2024-08-05,646.6154,646.6154
100016,2024-08-06,642.3191,642.3191
100016,2024-08-07,651.2134,651.2134
100016,2024-08-08,659.3693,659.3693
100016,2024-08-09,657.0006,657.0006
100016,2024-08-12,653.7051,653.7051
100016,2024-08-13,639.1138,639.1138
100016,2024-08-14,631.1428,631.1428
100016,2024-08-15,624.0528,624.0528
100016,2024-08-16,625.1196,625.1196
100016,2024-08-19,623.6453,623.6453
100016,2024-08-20,616.6077,616.6077
100016,2024-08-21,615.398,615.398
100016,2024-08-22,618.4657,618.4657
100016,2024-08-23,621.6721,621.6721
100016,2024-08-26,611.6591,611.6591
100016,2024-08-27,611.2828,611.2828
100016,2024-08-28,604.1821,604.1821
100016,2024-08-29,609.3203,609.3203
100016,2024-08-30,613.8653,613.8653
100016,2024-09-02,609.337,609.337
100016,2024-09-03,605.5466,605.5466
100016,2024-09-04,603.3994,603.3994
100016,2024-09-05,591.8348,591.8348
100016,2024-09-06,593.8972,593.8972
100016,2024-09-09,592.7756,592.7756
100016,2024-09-10,598.1777,598.1777
100016,2024-09-11,592.7168,592.7168
100016,2024-09-12,589.7935,589.7935
100016,2024-09-13,582.3095,582.3095
